u,v,key,osmid,oneway,lanes,name,highway,maxspeed,length,geometry,bridge,access,tunnel,width,est_width,junction,service
894110774,894110826,0,75732390,False,,,cycleway,,3.218,"LINESTRING (9.232607399999999 45.5136244, 9.2326487 45.5136248)",,,,,,,
894110776,894110822,0,75732390,False,,,cycleway,,1.797,"LINESTRING (9.2327853 45.5135804, 9.2327733 45.5135942)",,,,,,,
894110776,894110813,0,75732390,False,,,cycleway,,1.419,"LINESTRING (9.2327853 45.5135804, 9.2327911 45.5135683)",,,,,,,
894110778,894110831,0,75732390,False,,,cycleway,,1.8,"LINESTRING (9.2326028 45.5131179, 9.2326259 45.5131178)",,,,,,,
894110778,894110824,0,75732390,False,,,cycleway,,3.964,"LINESTRING (9.2326028 45.5131179, 9.2325556 45.5131312)",,,,,,,
894110779,894110843,0,75732390,False,,,cycleway,,3.526,"LINESTRING (9.232386399999999 45.5135085, 9.232365700000001 45.5134803)",,,,,,,
894110779,894110833,0,75732390,False,,,cycleway,,3.205,"LINESTRING (9.232386399999999 45.5135085, 9.2324094 45.5135324)",,,,,,,
894110780,894110846,0,75732390,False,,,cycleway,,4.978,"LINESTRING (9.2325245 45.5136063, 9.232472700000001 45.5135801)",,,,,,,
894110780,894110834,0,75732390,False,,,cycleway,,4.043,"LINESTRING (9.2325245 45.5136063, 9.2325719 45.5136211)",,,,,,,
894110782,894110849,0,75732390,False,,,cycleway,,4.621,"LINESTRING (9.2327961 45.5132886, 9.232802700000001 45.5133299)",,,,,,,
894110782,894110836,0,75732390,False,,,cycleway,,5.015,"LINESTRING (9.2327961 45.5132886, 9.232784799999999 45.5132442)",,,,,,,
894110784,894110829,0,75732390,False,,,cycleway,,2.008,"LINESTRING (9.2327589 45.5136029, 9.232736900000001 45.5136123)",,,,,,,
894110784,894110822,0,75732390,False,,,cycleway,,1.481,"LINESTRING (9.2327589 45.5136029, 9.2327733 45.5135942)",,,,,,,
894110786,894110856,0,75732390,False,,,cycleway,,3.84,"LINESTRING (9.2323518 45.5134514, 9.232346100000001 45.5134171)",,,,,,,
894110786,894110843,0,75732390,False,,,cycleway,,3.391,"LINESTRING (9.2323518 45.5134514, 9.232365700000001 45.5134803)",,,,,,,
894110789,894110833,0,75732390,False,,,cycleway,,2.909,"LINESTRING (9.232433800000001 45.5135522, 9.2324094 45.5135324)",,,,,,,
894110789,894110846,0,75732390,False,,,cycleway,,4.337,"LINESTRING (9.232433800000001 45.5135522, 9.232472700000001 45.5135801)",,,,,,,
894110791,894110759,0,75732390,False,,,cycleway,,2.339,"LINESTRING (9.232806399999999 45.5133693, 9.2328046 45.5133903)",,,,,,,
894110791,894110849,0,75732390,False,,,cycleway,,4.391,"LINESTRING (9.232806399999999 45.5133693, 9.232802700000001 45.5133299)",,,,,,,
894110795,894110838,0,75732390,False,,,cycleway,,4.653,"LINESTRING (9.2323868 45.5132552, 9.2324147 45.5132182)",,,,,,,
894110795,894110812,0,75732390,False,,,cycleway,,4.275,"LINESTRING (9.2323868 45.5132552, 9.2323638 45.5132901)",,,,,,,
894110799,894110841,0,75732390,False,,,cycleway,,3.946,"LINESTRING (9.2327254 45.5131485, 9.2327548 45.5131774)",,,,,,,
894110799,894110831,0,75732390,False,,,cycleway,,8.471,"LINESTRING (9.2327254 45.5131485, 9.2326259 45.5131178)",,,,,,,
894110801,894110767,0,75732390,False,,,cycleway,,3.394,"LINESTRING (9.232347499999999 45.513359, 9.232352799999999 45.5133287)",,,,,,,
894110801,894110856,0,75732390,False,,,cycleway,,6.461,"LINESTRING (9.232347499999999 45.513359, 9.232346100000001 45.5134171)",,,,,,,
894110803,894110770,0,75732390,False,,,cycleway,,1.279,"LINESTRING (9.2327868 45.5135445, 9.2327911 45.5135556)",,,,,,,
894110803,894110858,0,75732390,False,,,cycleway,,2.518,"LINESTRING (9.2327868 45.5135445, 9.2327812 45.5135222)",,,,,,,
894110806,894110772,0,75732390,False,,,cycleway,,3.048,"LINESTRING (9.232793300000001 45.5134323, 9.2327858 45.5134592)",,,,,,,
894110806,894110759,0,75732390,False,,,cycleway,,4.752,"LINESTRING (9.232793300000001 45.5134323, 9.2328046 45.5133903)",,,,,,,
894110809,894110852,0,75732390,False,,,cycleway,,2.514,"LINESTRING (9.2324324 45.513197, 9.232453 45.5131796)",,,,,,,
894110809,894110838,0,75732390,False,,,cycleway,,2.731,"LINESTRING (9.2324324 45.513197, 9.2324147 45.5132182)",,,,,,,
894110811,894110854,0,75732390,False,,,cycleway,,2.703,"LINESTRING (9.2327668 45.5131989, 9.2327776 45.513222)",,,,,,,
894110811,894110841,0,75732390,False,,,cycleway,,2.567,"LINESTRING (9.2327668 45.5131989, 9.2327548 45.5131774)",,,,,,,
894110812,894110795,0,75732390,False,,,cycleway,,4.275,"LINESTRING (9.2323638 45.5132901, 9.2323868 45.5132552)",,,,,,,
894110812,894110767,0,75732390,False,,,cycleway,,4.377,"LINESTRING (9.2323638 45.5132901, 9.232352799999999 45.5133287)",,,,,,,
894110813,894110776,0,75732390,False,,,cycleway,,1.419,"LINESTRING (9.2327911 45.5135683, 9.2327853 45.5135804)",,,,,,,
894110813,894110770,0,75732390,False,,,cycleway,,1.412,"LINESTRING (9.2327911 45.5135683, 9.2327911 45.5135556)",,,,,,,
894110816,894110858,0,75732390,False,,,cycleway,,2.196,"LINESTRING (9.232779300000001 45.5135025, 9.2327812 45.5135222)",,,,,,,
894110816,894110772,0,75732390,False,,,cycleway,,4.841,"LINESTRING (9.232779300000001 45.5135025, 9.2327858 45.5134592)",,,,,,,
894110818,894110762,0,75732390,False,,,cycleway,,3.447,"LINESTRING (9.2324751 45.5131658, 9.232510599999999 45.5131473)",,,,,,,
894110818,894110852,0,75732390,False,,,cycleway,,2.307,"LINESTRING (9.2324751 45.5131658, 9.232453 45.5131796)",,,,,,,
894110821,894110764,0,75732390,False,,,cycleway,,1.678,"LINESTRING (9.232711500000001 45.5136204, 9.232690399999999 45.5136234)",,,,,,,
894110821,894110829,0,75732390,False,,,cycleway,,2.174,"LINESTRING (9.232711500000001 45.5136204, 9.232736900000001 45.5136123)",,,,,,,
894110822,894110784,0,75732390,False,,,cycleway,,1.481,"LINESTRING (9.2327733 45.5135942, 9.2327589 45.5136029)",,,,,,,
894110822,894110776,0,75732390,False,,,cycleway,,1.797,"LINESTRING (9.2327733 45.5135942, 9.2327853 45.5135804)",,,,,,,
894110824,894110778,0,75732390,False,,,cycleway,,3.964,"LINESTRING (9.2325556 45.5131312, 9.2326028 45.5131179)",,,,,,,
894110824,894110762,0,75732390,False,,,cycleway,,3.937,"LINESTRING (9.2325556 45.5131312, 9.232510599999999 45.5131473)",,,,,,,
894110826,894110774,0,75732390,False,,,cycleway,,3.218,"LINESTRING (9.2326487 45.5136248, 9.232607399999999 45.5136244)",,,,,,,
894110826,894110764,0,75732390,False,,,cycleway,,3.253,"LINESTRING (9.2326487 45.5136248, 9.232690399999999 45.5136234)",,,,,,,
894110829,894110821,0,75732390,False,,,cycleway,,2.174,"LINESTRING (9.232736900000001 45.5136123, 9.232711500000001 45.5136204)",,,,,,,
894110829,894110784,0,75732390,False,,,cycleway,,2.008,"LINESTRING (9.232736900000001 45.5136123, 9.2327589 45.5136029)",,,,,,,
894110831,894110799,0,75732390,False,,,cycleway,,8.471,"LINESTRING (9.2326259 45.5131178, 9.2327254 45.5131485)",,,,,,,
894110831,894110778,0,75732390,False,,,cycleway,,1.8,"LINESTRING (9.2326259 45.5131178, 9.2326028 45.5131179)",,,,,,,
894110833,894110779,0,75732390,False,,,cycleway,,3.205,"LINESTRING (9.2324094 45.5135324, 9.232386399999999 45.5135085)",,,,,,,
894110833,894110789,0,75732390,False,,,cycleway,,2.909,"LINESTRING (9.2324094 45.5135324, 9.232433800000001 45.5135522)",,,,,,,
894110834,894110780,0,75732390,False,,,cycleway,,4.043,"LINESTRING (9.2325719 45.5136211, 9.2325245 45.5136063)",,,,,,,
894110834,894110774,0,75732390,False,,,cycleway,,2.79,"LINESTRING (9.2325719 45.5136211, 9.232607399999999 45.5136244)",,,,,,,
894110836,894110782,0,75732390,False,,,cycleway,,5.015,"LINESTRING (9.232784799999999 45.5132442, 9.2327961 45.5132886)",,,,,,,
894110836,894110854,0,75732390,False,,,cycleway,,2.531,"LINESTRING (9.232784799999999 45.5132442, 9.2327776 45.513222)",,,,,,,
894110838,894110809,0,75732390,False,,,cycleway,,2.731,"LINESTRING (9.2324147 45.5132182, 9.2324324 45.513197)",,,,,,,
894110838,894110795,0,75732390,False,,,cycleway,,4.653,"LINESTRING (9.2324147 45.5132182, 9.2323868 45.5132552)",,,,,,,
894110841,894110811,0,75732390,False,,,cycleway,,2.567,"LINESTRING (9.2327548 45.5131774, 9.2327668 45.5131989)",,,,,,,
894110841,894110799,0,75732390,False,,,cycleway,,3.946,"LINESTRING (9.2327548 45.5131774, 9.2327254 45.5131485)",,,,,,,
894110843,894110786,0,75732390,False,,,cycleway,,3.391,"LINESTRING (9.232365700000001 45.5134803, 9.2323518 45.5134514)",,,,,,,
894110843,894110779,0,75732390,False,,,cycleway,,3.526,"LINESTRING (9.232365700000001 45.5134803, 9.232386399999999 45.5135085)",,,,,,,
894110846,894110789,0,75732390,False,,,cycleway,,4.337,"LINESTRING (9.232472700000001 45.5135801, 9.232433800000001 45.5135522)",,,,,,,
894110846,894110780,0,75732390,False,,,cycleway,,4.978,"LINESTRING (9.232472700000001 45.5135801, 9.2325245 45.5136063)",,,,,,,
894110849,894110791,0,75732390,False,,,cycleway,,4.391,"LINESTRING (9.232802700000001 45.5133299, 9.232806399999999 45.5133693)",,,,,,,
894110849,894110782,0,75732390,False,,,cycleway,,4.621,"LINESTRING (9.232802700000001 45.5133299, 9.2327961 45.5132886)",,,,,,,
894110852,894110818,0,75732390,False,,,cycleway,,2.307,"LINESTRING (9.232453 45.5131796, 9.2324751 45.5131658)",,,,,,,
894110852,894110809,0,75732390,False,,,cycleway,,2.514,"LINESTRING (9.232453 45.5131796, 9.2324324 45.513197)",,,,,,,
894110854,894110836,0,75732390,False,,,cycleway,,2.531,"LINESTRING (9.2327776 45.513222, 9.232784799999999 45.5132442)",,,,,,,
894110854,894110811,0,75732390,False,,,cycleway,,2.703,"LINESTRING (9.2327776 45.513222, 9.2327668 45.5131989)",,,,,,,
894110856,894110801,0,75732390,False,,,cycleway,,6.461,"LINESTRING (9.232346100000001 45.5134171, 9.232347499999999 45.513359)",,,,,,,
894110856,894110786,0,75732390,False,,,cycleway,,3.84,"LINESTRING (9.232346100000001 45.5134171, 9.2323518 45.5134514)",,,,,,,
894110858,894110803,0,75732390,False,,,cycleway,,2.518,"LINESTRING (9.2327812 45.5135222, 9.2327868 45.5135445)",,,,,,,
894110858,894110816,0,75732390,False,,,cycleway,,2.196,"LINESTRING (9.2327812 45.5135222, 9.232779300000001 45.5135025)",,,,,,,
996571934,3786709669,0,135746713,False,,,cycleway,,8.526,"LINESTRING (9.249977400000001 45.4282133, 9.2500239 45.4281766, 9.25005 45.428156)",,,,,,,
1027355201,1821080249,0,"[284292009, 284292010, 375707153, 375707154, 171003956, 172202679]",False,,,cycleway,,758.327,"LINESTRING (9.1187668 45.5179662, 9.1186507 45.518001, 9.118340399999999 45.5179983, 9.1181973 45.5179996, 9.1172562 45.5180873, 9.117109299999999 45.5181108, 9.116956500000001 45.5181457, 9.116585799999999 45.5182622, 9.1164974 45.518269, 9.116426199999999 45.5182693, 9.116361599999999 45.5182614, 9.1163078 45.5182397, 9.115455000000001 45.517752, 9.1153566 45.5176737, 9.115232799999999 45.5175383, 9.115198100000001 45.5174957, 9.115030900000001 45.5172523, 9.1149679 45.5170864, 9.1149956 45.517026, 9.1150483 45.5170514, 9.115076500000001 45.5171595, 9.1151503 45.5173025, 9.115237199999999 45.5174364, 9.115282799999999 45.5174668, 9.1153826 45.5175474, 9.1155329 45.51765, 9.1163737 45.51813, 9.1164246 45.5181541, 9.116481500000001 45.5181624, 9.1165506 45.5181603, 9.1166222 45.5181438, 9.116956800000001 45.5180288, 9.117032699999999 45.5180081, 9.1172804 45.5179495, 9.117357800000001 45.5179269, 9.1175228 45.5178631, 9.1175899 45.5178462, 9.1179571 45.517809, 9.1180243 45.5178108, 9.1182192 45.5178404, 9.118417600000001 45.5178491, 9.1186972 45.5178354, 9.1188661 45.5178035, 9.1190079 45.5177581)",yes,private,,,,,
1030280485,1556036794,0,142170917,False,,,cycleway,,80.6,"LINESTRING (9.1870957 45.4983425, 9.187045700000001 45.4983034, 9.186958199999999 45.4982425, 9.1869069 45.4982146, 9.1868605 45.4982103, 9.186795999999999 45.4982127, 9.1863446 45.4981879, 9.1862733 45.4981778, 9.186142200000001 45.4981582)",,,,,,,
1039679275,1859056662,0,46270463,False,,,cycleway,,480.53499999999997,"LINESTRING (9.2616461 45.4838604, 9.262237499999999 45.4839755, 9.2623125 45.483981, 9.2624037 45.4839719, 9.2627506 45.4838107, 9.2628611 45.4837336, 9.263340400000001 45.4832228, 9.263650999999999 45.4827609, 9.263681999999999 45.4827016, 9.264367999999999 45.4811375, 9.2643916 45.4810491, 9.2644106 45.4807821, 9.264434700000001 45.4807545, 9.264526500000001 45.4807139, 9.2646418 45.4806866)",,,,,,,
1103678741,3993338535,0,396522183,False,,,cycleway,,59.118,"LINESTRING (9.2574264 45.4864583, 9.257354299999999 45.4864991, 9.2572922 45.4865257, 9.257269000000001 45.4865337, 9.2572507 45.4865371, 9.257232800000001 45.4865392, 9.2572078 45.4865392, 9.2571823 45.4865371, 9.2571592 45.4865375, 9.257139 45.4865399, 9.257112899999999 45.4865487, 9.257021999999999 45.4865953, 9.2569994 45.4866132, 9.256957399999999 45.4866766, 9.2569175 45.4867399, 9.2568939 45.4867798)",,,,,,,
1126114811,336134342,0,97210598,False,,,cycleway,,214.12500000000003,"LINESTRING (9.1725893 45.4395767, 9.1724306 45.4395774, 9.1723743 45.4394212, 9.1721275 45.4390015, 9.1718861 45.4385987, 9.1717333 45.438371, 9.171604500000001 45.4381508, 9.171575000000001 45.4380567, 9.1715804 45.4379664, 9.171608300000001 45.4378829)",,,,,,,
1171087817,2834803809,0,210640982,False,,,cycleway,15,53.464,"LINESTRING (9.213423000000001 45.5296469, 9.213438999999999 45.5297302, 9.2135964 45.5299943, 9.213649999999999 45.5300983)",,,,,,,
1171087823,5545663831,0,578939431,False,,,cycleway,,169.29799999999997,"LINESTRING (9.212048599999999 45.5271759, 9.212023200000001 45.5273805, 9.212328899999999 45.527933, 9.2122724 45.5280381, 9.211919099999999 45.5281364, 9.2118384 45.5281589, 9.2114601 45.5282641)",,,,,,,
1178990306,1847118772,0,"[102151353, 267061518, 267061519]",True,1,Via Melchiorre Gioia,residential,30,200.16899999999998,"LINESTRING (9.197351100000001 45.4865857, 9.197134 45.4864013, 9.196703299999999 45.4860271, 9.1958044 45.4852653, 9.195769500000001 45.4852358, 9.1957342 45.4851887)",,,,,,,
1184612407,2330549347,0,"[30191301, 30190663, 96696331, 96696332, 30190095, 30192977, 30409981]",False,,"['Via Pietro Giordani', 'Via Bisceglie']",cycleway,,1197.3320000000003,"LINESTRING (9.1258669 45.4373738, 9.126042999999999 45.4374369, 9.126110799999999 45.4374563, 9.1260821 45.4375155, 9.125254099999999 45.4392049, 9.125175 45.4393951, 9.1246095 45.4412843, 9.1245545 45.4414301, 9.124512899999999 45.4415176, 9.1244344 45.4416575, 9.1244175 45.4416879, 9.1242564 45.441977, 9.1241393 45.4421872, 9.124075400000001 45.4423078, 9.124068599999999 45.4423586, 9.1240772 45.4423981, 9.124089 45.4424357, 9.1240817 45.4424473, 9.1240573 45.4424599, 9.1240109 45.4424871, 9.123960800000001 45.442515, 9.1239208 45.4425745, 9.123887 45.4426437, 9.1238683 45.4426699, 9.1238326 45.4427313, 9.123797400000001 45.442811, 9.1238186 45.442861, 9.123840599999999 45.4429018, 9.123850300000001 45.4429195, 9.123519 45.443382, 9.1231846 45.4438478, 9.1230054 45.4440986, 9.122807 45.4443791, 9.122434999999999 45.4449026, 9.12223 45.4451911, 9.122212899999999 45.4451965, 9.1222166 45.4452614, 9.122103600000001 45.4452312, 9.122035800000001 45.4453431, 9.1219576 45.445457, 9.1219006 45.4455318, 9.1219076 45.4455551, 9.1219202 45.445596, 9.1219301 45.4456109, 9.1214061 45.4463472, 9.1208902 45.4470654, 9.1208434 45.4471308, 9.1208381 45.4471372)",yes,,,,,,
1198045079,1851632813,0,173065615,False,,,cycleway,,45.313,"LINESTRING (9.2327957 45.5145999, 9.232818999999999 45.5145456, 9.233313799999999 45.514599)",,,,,,,
1251157152,1824788769,0,171455947,False,,,cycleway,,1468.342,"LINESTRING (9.2421659 45.4569906, 9.2422336 45.4569775, 9.242422899999999 45.4568257, 9.242957000000001 45.4564367, 9.2443065 45.4554455, 9.2457441 45.4543871, 9.2463234 45.4539567, 9.246412599999999 45.4538958, 9.246825100000001 45.4535871, 9.2472692 45.4532608, 9.247654499999999 45.4529777, 9.2480604 45.4526795, 9.2491419 45.4518849, 9.2505671 45.4508378, 9.250636 45.450783, 9.251370400000001 45.4502497, 9.251921400000001 45.4498496, 9.252706099999999 45.4492737, 9.2528793 45.4491522, 9.252999000000001 45.4490683, 9.2550881 45.4475358, 9.255173599999999 45.4474566)",,,,1.5,,,
1272057784,5932690110,0,628406304,False,,,cycleway,,182.053,"LINESTRING (9.217445 45.4369034, 9.217475 45.4369539, 9.217499800000001 45.4369934, 9.217620500000001 45.4370325, 9.217804299999999 45.437064, 9.217898099999999 45.4370786, 9.219392600000001 45.4377513)",,,,,,,
1272557429,127664642,0,"[13759187, 111768014]",False,,Viale Omero,cycleway,,640.6500000000001,"LINESTRING (9.2241924 45.4316489, 9.224138699999999 45.4316348, 9.224093099999999 45.4316357, 9.224051599999999 45.4316442, 9.2239872 45.4316593, 9.223940300000001 45.4316715, 9.223896 45.4316884, 9.2238477 45.4317092, 9.2238129 45.431727, 9.2237901 45.431743, 9.223771299999999 45.4317854, 9.223751200000001 45.4318324, 9.2237445 45.4318635, 9.2237431 45.4318983, 9.2237458 45.4319294, 9.223744200000001 45.4319602, 9.2237872 45.4320471, 9.223813099999999 45.4320784, 9.2238293 45.4320908, 9.2239644 45.4321413, 9.2240026 45.4321598, 9.2240216 45.4321815, 9.2240628 45.432233, 9.224107699999999 45.4322474, 9.224309099999999 45.4322971, 9.2242695 45.4345294, 9.224262299999999 45.434849, 9.224262400000001 45.4356242, 9.2242458 45.4369693)",,,,,,,
1277834119,2763984983,0,112426232,False,,,cycleway,,41.323,"LINESTRING (9.1682135 45.5297806, 9.1682348 45.5295523, 9.168240900000001 45.5294878, 9.168246399999999 45.5294097)",,,,,,,
1277834129,1277834593,0,112426235,False,,,cycleway,,142.207,"LINESTRING (9.1765077 45.5326293, 9.178326 45.5327442)",,,,,,,
1277834129,1277834709,0,112426183,False,,,cycleway,,64.454,"LINESTRING (9.1765077 45.5326293, 9.176493199999999 45.5326811, 9.1764644 45.5327213, 9.176427800000001 45.5327519, 9.1763882 45.5327736, 9.1763443 45.5327893, 9.1762988 45.5327986, 9.1762446 45.532802, 9.176192800000001 45.5327977, 9.1761465 45.5327872, 9.1761061 45.5327719, 9.1760699 45.5327517, 9.1760407 45.5327284, 9.176019399999999 45.5327046, 9.1760026 45.5326766, 9.1759928 45.5326472, 9.175991399999999 45.5326012)",,,,,,,
1277834129,1277834184,0,112426183,False,,,cycleway,,38.262,"LINESTRING (9.1765077 45.5326293, 9.1765048 45.5325922, 9.1764916 45.532557, 9.1764697 45.5325257, 9.1764391 45.5324974, 9.1763996 45.5324729, 9.176347099999999 45.5324526, 9.176290399999999 45.5324414, 9.1762672 45.5324384, 9.176176699999999 45.5324399)",,,,,,,
1277834184,1277834129,0,112426183,False,,,cycleway,,38.262,"LINESTRING (9.176176699999999 45.5324399, 9.1762672 45.5324384, 9.176290399999999 45.5324414, 9.176347099999999 45.5324526, 9.1763996 45.5324729, 9.1764391 45.5324974, 9.1764697 45.5325257, 9.1764916 45.532557, 9.1765048 45.5325922, 9.1765077 45.5326293)",,,,,,,
1277834184,1277834709,0,112426183,False,,,cycleway,,24.11,"LINESTRING (9.176176699999999 45.5324399, 9.176122100000001 45.5324624, 9.1760834 45.532481, 9.176051599999999 45.532503, 9.1760248 45.5325297, 9.176004499999999 45.5325606, 9.175991399999999 45.5326012)",,,,,,,
1277834184,917442350,0,112426231,False,,,path,,369.75800000000004,"LINESTRING (9.176176699999999 45.5324399, 9.1764413 45.5303408, 9.1764426 45.5303294, 9.176484800000001 45.5299666, 9.1764881 45.5299071, 9.1764881 45.5298499, 9.1764587 45.5297972, 9.1764195 45.5297492, 9.1763672 45.529708, 9.1763019 45.5296828, 9.1760438 45.5296371, 9.1759851 45.5296188, 9.1759393 45.5295799, 9.1759165 45.5295318, 9.175922999999999 45.529406, 9.175932 45.5293583)",,,,,,,
1277834285,1277834643,0,350637244,False,2,,cycleway,15,531.639,"LINESTRING (9.1841656 45.5332809, 9.184179 45.5331883, 9.1841957 45.5330126, 9.184203999999999 45.5329376, 9.1842442 45.5328872, 9.1843077 45.5328357, 9.1844064 45.5327525, 9.1844717 45.5326907, 9.184521999999999 45.5326232, 9.1845467 45.532498, 9.1845655 45.5323442, 9.184559200000001 45.5321787, 9.184559200000001 45.5320894, 9.184582199999999 45.5319591, 9.1845968 45.5318771, 9.1846031 45.5316955, 9.184569700000001 45.5314407, 9.184578 45.5313177, 9.184598899999999 45.5312445, 9.1846595 45.5311508, 9.184887399999999 45.5309033, 9.1849062 45.5308711, 9.1849167 45.5308344, 9.1849167 45.5307598, 9.184887399999999 45.5304112, 9.184886199999999 45.5303677, 9.184881799999999 45.5302059, 9.1849186 45.53004, 9.185114499999999 45.5295281, 9.185355400000001 45.529099, 9.1856616 45.5287529)",,,,,,,
1277834525,1277834593,0,112426235,False,,,cycleway,,427.59899999999993,"LINESTRING (9.1833522 45.5333086, 9.183144 45.5332972, 9.1830052 45.5333029, 9.182764300000001 45.5333487, 9.182380500000001 45.533423, 9.182119200000001 45.5334431, 9.1818905 45.5334717, 9.181702700000001 45.5335117, 9.1814292 45.533566, 9.1812618 45.5335889, 9.181122999999999 45.5335918, 9.1807474 45.5335775, 9.1803636 45.5335546, 9.179912699999999 45.5334941, 9.179737100000001 45.5334604, 9.1795866 45.5334135, 9.179501399999999 45.5333674, 9.1794674 45.5333491, 9.1793566 45.5332817, 9.1792569 45.533204, 9.179176500000001 45.5331413, 9.1788361 45.5328761, 9.178771299999999 45.5328278, 9.1787128 45.5328014, 9.1786501 45.5327765, 9.1785999 45.5327619, 9.1785351 45.532756, 9.1783579 45.532746, 9.178326 45.5327442)",,,,,,,
1277834593,1277834129,0,112426235,False,,,cycleway,,142.207,"LINESTRING (9.178326 45.5327442, 9.1765077 45.5326293)",,,,,,,
1277834593,1277834525,0,112426235,False,,,cycleway,,427.59900000000005,"LINESTRING (9.178326 45.5327442, 9.1783579 45.532746, 9.1785351 45.532756, 9.1785999 45.5327619, 9.1786501 45.5327765, 9.1787128 45.5328014, 9.178771299999999 45.5328278, 9.1788361 45.5328761, 9.179176500000001 45.5331413, 9.1792569 45.533204, 9.1793566 45.5332817, 9.1794674 45.5333491, 9.179501399999999 45.5333674, 9.1795866 45.5334135, 9.179737100000001 45.5334604, 9.179912699999999 45.5334941, 9.1803636 45.5335546, 9.1807474 45.5335775, 9.181122999999999 45.5335918, 9.1812618 45.5335889, 9.1814292 45.533566, 9.181702700000001 45.5335117, 9.1818905 45.5334717, 9.182119200000001 45.5334431, 9.182380500000001 45.533423, 9.182764300000001 45.5333487, 9.1830052 45.5333029, 9.183144 45.5332972, 9.1833522 45.5333086)",,,,,,,
1277834593,442286639,0,211456723,False,,Via Giuditta Pasta,unclassified,30,156.805,"LINESTRING (9.178326 45.5327442, 9.1783506 45.5325518, 9.178440399999999 45.5316133, 9.178475499999999 45.531338)",,,,,,,
1277834608,2763984983,0,112426232,False,,,cycleway,,58.30200000000001,"LINESTRING (9.168222099999999 45.5289172, 9.168278600000001 45.5289266, 9.168276799999999 45.5289756, 9.168246399999999 45.5294097)",,,,,,,
1277834643,1382002158,0,"[228136656, 136186654, 136186655]",False,,,cycleway,,145.537,"LINESTRING (9.1856616 45.5287529, 9.185789700000001 45.5290523, 9.185923900000001 45.5292139, 9.186106199999999 45.5293717, 9.186343300000001 45.5295395, 9.1864267 45.5295986, 9.1867217 45.5297979)",yes,,,,,,
1277834643,1446878496,0,"[228136656, 124087041, 228136660]",False,,,cycleway,,431.65899999999993,"LINESTRING (9.1856616 45.5287529, 9.1855698 45.5285713, 9.1854035 45.5283495, 9.1851728 45.5281954, 9.184851 45.5280301, 9.1845988 45.52797, 9.1843773 45.5279376, 9.1818989 45.5281368, 9.1815395 45.5281669, 9.181496599999999 45.5281556, 9.181462099999999 45.5281237, 9.181459800000001 45.5281149, 9.1814447 45.5280587, 9.1814231 45.5279639, 9.181414200000001 45.527924, 9.181395500000001 45.5278397, 9.1813856 45.5277952, 9.181367399999999 45.5276905, 9.1813755 45.5276116)",,,,,,,
1277834643,3563878568,0,350637236,False,,,cycleway,,405.3910000000001,"LINESTRING (9.1856616 45.5287529, 9.1859006 45.5285159, 9.186178399999999 45.5283255, 9.186536800000001 45.528156, 9.187056500000001 45.5280158, 9.1873761 45.5278965, 9.187600099999999 45.5277793, 9.188036200000001 45.5274718, 9.1884902 45.5271412, 9.1887022 45.5269152, 9.1888725 45.526752, 9.189072599999999 45.526618, 9.1895057 45.5264988, 9.1895849 45.5264916)",,,,,,,
1277834643,1277834285,0,350637244,False,2,,cycleway,15,531.639,"LINESTRING (9.1856616 45.5287529, 9.185355400000001 45.529099, 9.185114499999999 45.5295281, 9.1849186 45.53004, 9.184881799999999 45.5302059, 9.184886199999999 45.5303677, 9.184887399999999 45.5304112, 9.1849167 45.5307598, 9.1849167 45.5308344, 9.1849062 45.5308711, 9.184887399999999 45.5309033, 9.1846595 45.5311508, 9.184598899999999 45.5312445, 9.184578 45.5313177, 9.184569700000001 45.5314407, 9.1846031 45.5316955, 9.1845968 45.5318771, 9.184582199999999 45.5319591, 9.184559200000001 45.5320894, 9.184559200000001 45.5321787, 9.1845655 45.5323442, 9.1845467 45.532498, 9.184521999999999 45.5326232, 9.1844717 45.5326907, 9.1844064 45.5327525, 9.1843077 45.5328357, 9.1842442 45.5328872, 9.184203999999999 45.5329376, 9.1841957 45.5330126, 9.184179 45.5331883, 9.1841656 45.5332809)",,,,,,,
1277834709,3147139121,0,134536944,False,,,cycleway,,65.0,"LINESTRING (9.175991399999999 45.5326012, 9.175158 45.5325714)",,,,,,,
1277834709,1277834184,0,112426183,False,,,cycleway,,24.11,"LINESTRING (9.175991399999999 45.5326012, 9.176004499999999 45.5325606, 9.1760248 45.5325297, 9.176051599999999 45.532503, 9.1760834 45.532481, 9.176122100000001 45.5324624, 9.176176699999999 45.5324399)",,,,,,,
1277834709,1277834129,0,112426183,False,,,cycleway,,64.454,"LINESTRING (9.175991399999999 45.5326012, 9.1759928 45.5326472, 9.1760026 45.5326766, 9.176019399999999 45.5327046, 9.1760407 45.5327284, 9.1760699 45.5327517, 9.1761061 45.5327719, 9.1761465 45.5327872, 9.176192800000001 45.5327977, 9.1762446 45.532802, 9.1762988 45.5327986, 9.1763443 45.5327893, 9.1763882 45.5327736, 9.176427800000001 45.5327519, 9.1764644 45.5327213, 9.176493199999999 45.5326811, 9.1765077 45.5326293)",,,,,,,
1295366587,1446884876,0,"[228136658, 131477439]",False,,,cycleway,,12.076,"LINESTRING (9.184451299999999 45.5248089, 9.184502800000001 45.5247842, 9.1845351 45.5247234)",,,,,,,
